item_id,name,class_restriction,slot,rarity,required_level,attack,defense,affix_pool,asset_key
ITM_0219,Uncommon Ranger Necklace,Ranger,Necklace,Uncommon,18,0,79,Ranger armor affix pool,Armor_Ranger_Necklace_2
ITM_0220,Uncommon Ranger Ring,Ranger,Ring,Uncommon,18,0,79,Ranger armor affix pool,Armor_Ranger_Ring_2
ITM_0221,Whisperleaf Bow Rare,Ranger,MainHand,Rare,35,245,0,Ranger weapon affix pool,WeaponModel_Ranger_1
ITM_0222,Stormfeather Recurve Rare,Ranger,MainHand,Rare,38,260,0,Ranger weapon affix pool,WeaponModel_Ranger_2
ITM_0223,Skyhunter Crossbow Rare,Ranger,MainHand,Rare,41,275,0,Ranger weapon affix pool,WeaponModel_Ranger_3
ITM_0224,Rare Ranger Head,Ranger,Head,Rare,35,0,145,Ranger armor affix pool,Armor_Ranger_Head_3
ITM_0225,Rare Ranger Chest,Ranger,Chest,Rare,35,0,145,Ranger armor affix pool,Armor_Ranger_Chest_3
ITM_0226,Rare Ranger Gloves,Ranger,Gloves,Rare,35,0,145,Ranger armor affix pool,Armor_Ranger_Gloves_3
ITM_0227,Rare Ranger Legs,Ranger,Legs,Rare,35,0,145,Ranger armor affix pool,Armor_Ranger_Legs_3
ITM_0228,Rare Ranger Boots,Ranger,Boots,Rare,35,0,145,Ranger armor affix pool,Armor_Ranger_Boots_3
ITM_0229,Rare Ranger Cape,Ranger,Cape,Rare,35,0,145,Ranger armor affix pool,Armor_Ranger_Cape_3
ITM_0230,Rare Ranger Necklace,Ranger,Necklace,Rare,35,0,145,Ranger armor affix pool,Armor_Ranger_Necklace_3
ITM_0231,Rare Ranger Ring,Ranger,Ring,Rare,35,0,145,Ranger armor affix pool,Armor_Ranger_Ring_3
ITM_0232,Whisperleaf Bow Epic,Ranger,MainHand,Epic,52,355,0,Ranger weapon affix pool,WeaponModel_Ranger_1
ITM_0233,Stormfeather Recurve Epic,Ranger,MainHand,Epic,55,370,0,Ranger weapon affix pool,WeaponModel_Ranger_2
ITM_0234,Skyhunter Crossbow Epic,Ranger,MainHand,Epic,58,385,0,Ranger weapon affix pool,WeaponModel_Ranger_3
ITM_0235,Epic Ranger Head,Ranger,Head,Epic,52,0,211,Ranger armor affix pool,Armor_Ranger_Head_4
ITM_0236,Epic Ranger Chest,Ranger,Chest,Epic,52,0,211,Ranger armor affix pool,Armor_Ranger_Chest_4
ITM_0237,Epic Ranger Gloves,Ranger,Gloves,Epic,52,0,211,Ranger armor affix pool,Armor_Ranger_Gloves_4
ITM_0238,Epic Ranger Legs,Ranger,Legs,Epic,52,0,211,Ranger armor affix pool,Armor_Ranger_Legs_4
ITM_0239,Epic Ranger Boots,Ranger,Boots,Epic,52,0,211,Ranger armor affix pool,Armor_Ranger_Boots_4
ITM_0240,Epic Ranger Cape,Ranger,Cape,Epic,52,0,211,Ranger armor affix pool,Armor_Ranger_Cape_4
ITM_0241,Epic Ranger Necklace,Ranger,Necklace,Epic,52,0,211,Ranger armor affix pool,Armor_Ranger_Necklace_4
ITM_0242,Epic Ranger Ring,Ranger,Ring,Epic,52,0,211,Ranger armor affix pool,Armor_Ranger_Ring_4
ITM_0243,Whisperleaf Bow Legendary,Ranger,MainHand,Legendary,69,465,0,Ranger weapon affix pool,WeaponModel_Ranger_1
ITM_0244,Stormfeather Recurve Legendary,Ranger,MainHand,Legendary,72,480,0,Ranger weapon affix pool,WeaponModel_Ranger_2
ITM_0245,Skyhunter Crossbow Legendary,Ranger,MainHand,Legendary,75,495,0,Ranger weapon affix pool,WeaponModel_Ranger_3
ITM_0246,Legendary Ranger Head,Ranger,Head,Legendary,69,0,277,Ranger armor affix pool,Armor_Ranger_Head_5
ITM_0247,Legendary Ranger Chest,Ranger,Chest,Legendary,69,0,277,Ranger armor affix pool,Armor_Ranger_Chest_5
ITM_0248,Legendary Ranger Gloves,Ranger,Gloves,Legendary,69,0,277,Ranger armor affix pool,Armor_Ranger_Gloves_5
ITM_0249,Legendary Ranger Legs,Ranger,Legs,Legendary,69,0,277,Ranger armor affix pool,Armor_Ranger_Legs_5
ITM_0250,Legendary Ranger Boots,Ranger,Boots,Legendary,69,0,277,Ranger armor affix pool,Armor_Ranger_Boots_5
ITM_0251,Legendary Ranger Cape,Ranger,Cape,Legendary,69,0,277,Ranger armor affix pool,Armor_Ranger_Cape_5
ITM_0252,Legendary Ranger Necklace,Ranger,Necklace,Legendary,69,0,277,Ranger armor affix pool,Armor_Ranger_Necklace_5
ITM_0253,Legendary Ranger Ring,Ranger,Ring,Legendary,69,0,277,Ranger armor affix pool,Armor_Ranger_Ring_5
ITM_0254,Whisperleaf Bow Mythic,Ranger,MainHand,Mythic,86,575,0,Ranger weapon affix pool,WeaponModel_Ranger_1
ITM_0255,Stormfeather Recurve Mythic,Ranger,MainHand,Mythic,89,590,0,Ranger weapon affix pool,WeaponModel_Ranger_2
ITM_0256,Skyhunter Crossbow Mythic,Ranger,MainHand,Mythic,92,605,0,Ranger weapon affix pool,WeaponModel_Ranger_3
ITM_0257,Mythic Ranger Head,Ranger,Head,Mythic,86,0,343,Ranger armor affix pool,Armor_Ranger_Head_6
ITM_0258,Mythic Ranger Chest,Ranger,Chest,Mythic,86,0,343,Ranger armor affix pool,Armor_Ranger_Chest_6
ITM_0259,Mythic Ranger Gloves,Ranger,Gloves,Mythic,86,0,343,Ranger armor affix pool,Armor_Ranger_Gloves_6
ITM_0260,Mythic Ranger Legs,Ranger,Legs,Mythic,86,0,343,Ranger armor affix pool,Armor_Ranger_Legs_6
ITM_0261,Mythic Ranger Boots,Ranger,Boots,Mythic,86,0,343,Ranger armor affix pool,Armor_Ranger_Boots_6
ITM_0262,Mythic Ranger Cape,Ranger,Cape,Mythic,86,0,343,Ranger armor affix pool,Armor_Ranger_Cape_6
ITM_0263,Mythic Ranger Necklace,Ranger,Necklace,Mythic,86,0,343,Ranger armor affix pool,Armor_Ranger_Necklace_6
ITM_0264,Mythic Ranger Ring,Ranger,Ring,Mythic,86,0,343,Ranger armor affix pool,Armor_Ranger_Ring_6
ITM_0265,Starwell Staff Common,Mage,MainHand,Common,1,25,0,Mage weapon affix pool,WeaponModel_Mage_1
ITM_0266,Celestine Rod Common,Mage,MainHand,Common,4,40,0,Mage weapon affix pool,WeaponModel_Mage_2
ITM_0267,Eclipse Grimoire Common,Mage,MainHand,Common,7,55,0,Mage weapon affix pool,WeaponModel_Mage_3
ITM_0268,Common Mage Head,Mage,Head,Common,1,0,13,Mage armor affix pool,Armor_Mage_Head_1
ITM_0269,Common Mage Chest,Mage,Chest,Common,1,0,13,Mage armor affix pool,Armor_Mage_Chest_1
ITM_0270,Common Mage Gloves,Mage,Gloves,Common,1,0,13,Mage armor affix pool,Armor_Mage_Gloves_1
ITM_0271,Common Mage Legs,Mage,Legs,Common,1,0,13,Mage armor affix pool,Armor_Mage_Legs_1
ITM_0272,Common Mage Boots,Mage,Boots,Common,1,0,13,Mage armor affix pool,Armor_Mage_Boots_1
ITM_0273,Common Mage Cape,Mage,Cape,Common,1,0,13,Mage armor affix pool,Armor_Mage_Cape_1
ITM_0274,Common Mage Necklace,Mage,Necklace,Common,1,0,13,Mage armor affix pool,Armor_Mage_Necklace_1
ITM_0275,Common Mage Ring,Mage,Ring,Common,1,0,13,Mage armor affix pool,Armor_Mage_Ring_1
ITM_0276,Starwell Staff Uncommon,Mage,MainHand,Uncommon,18,135,0,Mage weapon affix pool,WeaponModel_Mage_1
ITM_0277,Celestine Rod Uncommon,Mage,MainHand,Uncommon,21,150,0,Mage weapon affix pool,WeaponModel_Mage_2
ITM_0278,Eclipse Grimoire Uncommon,Mage,MainHand,Uncommon,24,165,0,Mage weapon affix pool,WeaponModel_Mage_3
ITM_0279,Uncommon Mage Head,Mage,Head,Uncommon,18,0,79,Mage armor affix pool,Armor_Mage_Head_2
ITM_0280,Uncommon Mage Chest,Mage,Chest,Uncommon,18,0,79,Mage armor affix pool,Armor_Mage_Chest_2
ITM_0281,Uncommon Mage Gloves,Mage,Gloves,Uncommon,18,0,79,Mage armor affix pool,Armor_Mage_Gloves_2
ITM_0282,Uncommon Mage Legs,Mage,Legs,Uncommon,18,0,79,Mage armor affix pool,Armor_Mage_Legs_2
ITM_0283,Uncommon Mage Boots,Mage,Boots,Uncommon,18,0,79,Mage armor affix pool,Armor_Mage_Boots_2
ITM_0284,Uncommon Mage Cape,Mage,Cape,Uncommon,18,0,79,Mage armor affix pool,Armor_Mage_Cape_2
ITM_0285,Uncommon Mage Necklace,Mage,Necklace,Uncommon,18,0,79,Mage armor affix pool,Armor_Mage_Necklace_2
ITM_0286,Uncommon Mage Ring,Mage,Ring,Uncommon,18,0,79,Mage armor affix pool,Armor_Mage_Ring_2
ITM_0287,Starwell Staff Rare,Mage,MainHand,Rare,35,245,0,Mage weapon affix pool,WeaponModel_Mage_1
ITM_0288,Celestine Rod Rare,Mage,MainHand,Rare,38,260,0,Mage weapon affix pool,WeaponModel_Mage_2
ITM_0289,Eclipse Grimoire Rare,Mage,MainHand,Rare,41,275,0,Mage weapon affix pool,WeaponModel_Mage_3
ITM_0290,Rare Mage Head,Mage,Head,Rare,35,0,145,Mage armor affix pool,Armor_Mage_Head_3
ITM_0291,Rare Mage Chest,Mage,Chest,Rare,35,0,145,Mage armor affix pool,Armor_Mage_Chest_3
ITM_0292,Rare Mage Gloves,Mage,Gloves,Rare,35,0,145,Mage armor affix pool,Armor_Mage_Gloves_3
ITM_0293,Rare Mage Legs,Mage,Legs,Rare,35,0,145,Mage armor affix pool,Armor_Mage_Legs_3
ITM_0294,Rare Mage Boots,Mage,Boots,Rare,35,0,145,Mage armor affix pool,Armor_Mage_Boots_3
ITM_0295,Rare Mage Cape,Mage,Cape,Rare,35,0,145,Mage armor affix pool,Armor_Mage_Cape_3
ITM_0296,Rare Mage Necklace,Mage,Necklace,Rare,35,0,145,Mage armor affix pool,Armor_Mage_Necklace_3
ITM_0297,Rare Mage Ring,Mage,Ring,Rare,35,0,145,Mage armor affix pool,Armor_Mage_Ring_3
ITM_0298,Starwell Staff Epic,Mage,MainHand,Epic,52,355,0,Mage weapon affix pool,WeaponModel_Mage_1
ITM_0299,Celestine Rod Epic,Mage,MainHand,Epic,55,370,0,Mage weapon affix pool,WeaponModel_Mage_2
ITM_0300,Eclipse Grimoire Epic,Mage,MainHand,Epic,58,385,0,Mage weapon affix pool,WeaponModel_Mage_3
ITM_0301,Epic Mage Head,Mage,Head,Epic,52,0,211,Mage armor affix pool,Armor_Mage_Head_4
ITM_0302,Epic Mage Chest,Mage,Chest,Epic,52,0,211,Mage armor affix pool,Armor_Mage_Chest_4
ITM_0303,Epic Mage Gloves,Mage,Gloves,Epic,52,0,211,Mage armor affix pool,Armor_Mage_Gloves_4
ITM_0304,Epic Mage Legs,Mage,Legs,Epic,52,0,211,Mage armor affix pool,Armor_Mage_Legs_4
ITM_0305,Epic Mage Boots,Mage,Boots,Epic,52,0,211,Mage armor affix pool,Armor_Mage_Boots_4
ITM_0306,Epic Mage Cape,Mage,Cape,Epic,52,0,211,Mage armor affix pool,Armor_Mage_Cape_4
ITM_0307,Epic Mage Necklace,Mage,Necklace,Epic,52,0,211,Mage armor affix pool,Armor_Mage_Necklace_4
ITM_0308,Epic Mage Ring,Mage,Ring,Epic,52,0,211,Mage armor affix pool,Armor_Mage_Ring_4
ITM_0309,Starwell Staff Legendary,Mage,MainHand,Legendary,69,465,0,Mage weapon affix pool,WeaponModel_Mage_1
ITM_0310,Celestine Rod Legendary,Mage,MainHand,Legendary,72,480,0,Mage weapon affix pool,WeaponModel_Mage_2
ITM_0311,Eclipse Grimoire Legendary,Mage,MainHand,Legendary,75,495,0,Mage weapon affix pool,WeaponModel_Mage_3
ITM_0312,Legendary Mage Head,Mage,Head,Legendary,69,0,277,Mage armor affix pool,Armor_Mage_Head_5
ITM_0313,Legendary Mage Chest,Mage,Chest,Legendary,69,0,277,Mage armor affix pool,Armor_Mage_Chest_5
ITM_0314,Legendary Mage Gloves,Mage,Gloves,Legendary,69,0,277,Mage armor affix pool,Armor_Mage_Gloves_5
ITM_0315,Legendary Mage Legs,Mage,Legs,Legendary,69,0,277,Mage armor affix pool,Armor_Mage_Legs_5
ITM_0316,Legendary Mage Boots,Mage,Boots,Legendary,69,0,277,Mage armor affix pool,Armor_Mage_Boots_5
ITM_0317,Legendary Mage Cape,Mage,Cape,Legendary,69,0,277,Mage armor affix pool,Armor_Mage_Cape_5
ITM_0318,Legendary Mage Necklace,Mage,Necklace,Legendary,69,0,277,Mage armor affix pool,Armor_Mage_Necklace_5
ITM_0319,Legendary Mage Ring,Mage,Ring,Legendary,69,0,277,Mage armor affix pool,Armor_Mage_Ring_5
ITM_0320,Starwell Staff Mythic,Mage,MainHand,Mythic,86,575,0,Mage weapon affix pool,WeaponModel_Mage_1
ITM_0321,Celestine Rod Mythic,Mage,MainHand,Mythic,89,590,0,Mage weapon affix pool,WeaponModel_Mage_2
ITM_0322,Eclipse Grimoire Mythic,Mage,MainHand,Mythic,92,605,0,Mage weapon affix pool,WeaponModel_Mage_3
ITM_0323,Mythic Mage Head,Mage,Head,Mythic,86,0,343,Mage armor affix pool,Armor_Mage_Head_6
ITM_0324,Mythic Mage Chest,Mage,Chest,Mythic,86,0,343,Mage armor affix pool,Armor_Mage_Chest_6
ITM_0325,Mythic Mage Gloves,Mage,Gloves,Mythic,86,0,343,Mage armor affix pool,Armor_Mage_Gloves_6
ITM_0326,Mythic Mage Legs,Mage,Legs,Mythic,86,0,343,Mage armor affix pool,Armor_Mage_Legs_6
ITM_0327,Mythic Mage Boots,Mage,Boots,Mythic,86,0,343,Mage armor affix pool,Armor_Mage_Boots_6
ITM_0328,Mythic Mage Cape,Mage,Cape,Mythic,86,0,343,Mage armor affix pool,Armor_Mage_Cape_6
ITM_0329,Mythic Mage Necklace,Mage,Necklace,Mythic,86,0,343,Mage armor affix pool,Armor_Mage_Necklace_6
ITM_0330,Mythic Mage Ring,Mage,Ring,Mythic,86,0,343,Mage armor affix pool,Armor_Mage_Ring_6
ITM_0331,Dawn Censer Common,Priest,MainHand,Common,1,25,0,Priest weapon affix pool,WeaponModel_Priest_1
ITM_0332,Mercy Mace Common,Priest,MainHand,Common,4,40,0,Priest weapon affix pool,WeaponModel_Priest_2
ITM_0333,Scripture Tome Common,Priest,MainHand,Common,7,55,0,Priest weapon affix pool,WeaponModel_Priest_3
ITM_0334,Common Priest Head,Priest,Head,Common,1,0,13,Priest armor affix pool,Armor_Priest_Head_1
ITM_0335,Common Priest Chest,Priest,Chest,Common,1,0,13,Priest armor affix pool,Armor_Priest_Chest_1
ITM_0336,Common Priest Gloves,Priest,Gloves,Common,1,0,13,Priest armor affix pool,Armor_Priest_Gloves_1
ITM_0337,Common Priest Legs,Priest,Legs,Common,1,0,13,Priest armor affix pool,Armor_Priest_Legs_1
ITM_0338,Common Priest Boots,Priest,Boots,Common,1,0,13,Priest armor affix pool,Armor_Priest_Boots_1
ITM_0339,Common Priest Cape,Priest,Cape,Common,1,0,13,Priest armor affix pool,Armor_Priest_Cape_1
ITM_0340,Common Priest Necklace,Priest,Necklace,Common,1,0,13,Priest armor affix pool,Armor_Priest_Necklace_1
ITM_0341,Common Priest Ring,Priest,Ring,Common,1,0,13,Priest armor affix pool,Armor_Priest_Ring_1
ITM_0342,Dawn Censer Uncommon,Priest,MainHand,Uncommon,18,135,0,Priest weapon affix pool,WeaponModel_Priest_1
ITM_0343,Mercy Mace Uncommon,Priest,MainHand,Uncommon,21,150,0,Priest weapon affix pool,WeaponModel_Priest_2
ITM_0344,Scripture Tome Uncommon,Priest,MainHand,Uncommon,24,165,0,Priest weapon affix pool,WeaponModel_Priest_3
ITM_0345,Uncommon Priest Head,Priest,Head,Uncommon,18,0,79,Priest armor affix pool,Armor_Priest_Head_2
ITM_0346,Uncommon Priest Chest,Priest,Chest,Uncommon,18,0,79,Priest armor affix pool,Armor_Priest_Chest_2
ITM_0347,Uncommon Priest Gloves,Priest,Gloves,Uncommon,18,0,79,Priest armor affix pool,Armor_Priest_Gloves_2
ITM_0348,Uncommon Priest Legs,Priest,Legs,Uncommon,18,0,79,Priest armor affix pool,Armor_Priest_Legs_2
ITM_0349,Uncommon Priest Boots,Priest,Boots,Uncommon,18,0,79,Priest armor affix pool,Armor_Priest_Boots_2
ITM_0350,Uncommon Priest Cape,Priest,Cape,Uncommon,18,0,79,Priest armor affix pool,Armor_Priest_Cape_2
ITM_0351,Uncommon Priest Necklace,Priest,Necklace,Uncommon,18,0,79,Priest armor affix pool,Armor_Priest_Necklace_2
ITM_0352,Uncommon Priest Ring,Priest,Ring,Uncommon,18,0,79,Priest armor affix pool,Armor_Priest_Ring_2
ITM_0353,Dawn Censer Rare,Priest,MainHand,Rare,35,245,0,Priest weapon affix pool,WeaponModel_Priest_1
ITM_0354,Mercy Mace Rare,Priest,MainHand,Rare,38,260,0,Priest weapon affix pool,WeaponModel_Priest_2
ITM_0355,Scripture Tome Rare,Priest,MainHand,Rare,41,275,0,Priest weapon affix pool,WeaponModel_Priest_3
ITM_0356,Rare Priest Head,Priest,Head,Rare,35,0,145,Priest armor affix pool,Armor_Priest_Head_3
ITM_0357,Rare Priest Chest,Priest,Chest,Rare,35,0,145,Priest armor affix pool,Armor_Priest_Chest_3
ITM_0358,Rare Priest Gloves,Priest,Gloves,Rare,35,0,145,Priest armor affix pool,Armor_Priest_Gloves_3
ITM_0359,Rare Priest Legs,Priest,Legs,Rare,35,0,145,Priest armor affix pool,Armor_Priest_Legs_3
ITM_0360,Rare Priest Boots,Priest,Boots,Rare,35,0,145,Priest armor affix pool,Armor_Priest_Boots_3
ITM_0361,Rare Priest Cape,Priest,Cape,Rare,35,0,145,Priest armor affix pool,Armor_Priest_Cape_3
ITM_0362,Rare Priest Necklace,Priest,Necklace,Rare,35,0,145,Priest armor affix pool,Armor_Priest_Necklace_3
ITM_0363,Rare Priest Ring,Priest,Ring,Rare,35,0,145,Priest armor affix pool,Armor_Priest_Ring_3
ITM_0364,Dawn Censer Epic,Priest,MainHand,Epic,52,355,0,Priest weapon affix pool,WeaponModel_Priest_1
ITM_0365,Mercy Mace Epic,Priest,MainHand,Epic,55,370,0,Priest weapon affix pool,WeaponModel_Priest_2
ITM_0366,Scripture Tome Epic,Priest,MainHand,Epic,58,385,0,Priest weapon affix pool,WeaponModel_Priest_3
ITM_0367,Epic Priest Head,Priest,Head,Epic,52,0,211,Priest armor affix pool,Armor_Priest_Head_4
ITM_0368,Epic Priest Chest,Priest,Chest,Epic,52,0,211,Priest armor affix pool,Armor_Priest_Chest_4
ITM_0369,Epic Priest Gloves,Priest,Gloves,Epic,52,0,211,Priest armor affix pool,Armor_Priest_Gloves_4
ITM_0370,Epic Priest Legs,Priest,Legs,Epic,52,0,211,Priest armor affix pool,Armor_Priest_Legs_4
ITM_0371,Epic Priest Boots,Priest,Boots,Epic,52,0,211,Priest armor affix pool,Armor_Priest_Boots_4
ITM_0372,Epic Priest Cape,Priest,Cape,Epic,52,0,211,Priest armor affix pool,Armor_Priest_Cape_4
ITM_0373,Epic Priest Necklace,Priest,Necklace,Epic,52,0,211,Priest armor affix pool,Armor_Priest_Necklace_4
ITM_0374,Epic Priest Ring,Priest,Ring,Epic,52,0,211,Priest armor affix pool,Armor_Priest_Ring_4
ITM_0375,Dawn Censer Legendary,Priest,MainHand,Legendary,69,465,0,Priest weapon affix pool,WeaponModel_Priest_1
ITM_0376,Mercy Mace Legendary,Priest,MainHand,Legendary,72,480,0,Priest weapon affix pool,WeaponModel_Priest_2
ITM_0377,Scripture Tome Legendary,Priest,MainHand,Legendary,75,495,0,Priest weapon affix pool,WeaponModel_Priest_3
ITM_0378,Legendary Priest Head,Priest,Head,Legendary,69,0,277,Priest armor affix pool,Armor_Priest_Head_5
ITM_0379,Legendary Priest Chest,Priest,Chest,Legendary,69,0,277,Priest armor affix pool,Armor_Priest_Chest_5
ITM_0380,Legendary Priest Gloves,Priest,Gloves,Legendary,69,0,277,Priest armor affix pool,Armor_Priest_Gloves_5
ITM_0381,Legendary Priest Legs,Priest,Legs,Legendary,69,0,277,Priest armor affix pool,Armor_Priest_Legs_5
ITM_0382,Legendary Priest Boots,Priest,Boots,Legendary,69,0,277,Priest armor affix pool,Armor_Priest_Boots_5
ITM_0383,Legendary Priest Cape,Priest,Cape,Legendary,69,0,277,Priest armor affix pool,Armor_Priest_Cape_5
ITM_0384,Legendary Priest Necklace,Priest,Necklace,Legendary,69,0,277,Priest armor affix pool,Armor_Priest_Necklace_5
ITM_0385,Legendary Priest Ring,Priest,Ring,Legendary,69,0,277,Priest armor affix pool,Armor_Priest_Ring_5
ITM_0386,Dawn Censer Mythic,Priest,MainHand,Mythic,86,575,0,Priest weapon affix pool,WeaponModel_Priest_1
ITM_0387,Mercy Mace Mythic,Priest,MainHand,Mythic,89,590,0,Priest weapon affix pool,WeaponModel_Priest_2
ITM_0388,Scripture Tome Mythic,Priest,MainHand,Mythic,92,605,0,Priest weapon affix pool,WeaponModel_Priest_3
ITM_0389,Mythic Priest Head,Priest,Head,Mythic,86,0,343,Priest armor affix pool,Armor_Priest_Head_6
ITM_0390,Mythic Priest Chest,Priest,Chest,Mythic,86,0,343,Priest armor affix pool,Armor_Priest_Chest_6
ITM_0391,Mythic Priest Gloves,Priest,Gloves,Mythic,86,0,343,Priest armor affix pool,Armor_Priest_Gloves_6
ITM_0392,Mythic Priest Legs,Priest,Legs,Mythic,86,0,343,Priest armor affix pool,Armor_Priest_Legs_6
ITM_0393,Mythic Priest Boots,Priest,Boots,Mythic,86,0,343,Priest armor affix pool,Armor_Priest_Boots_6
ITM_0394,Mythic Priest Cape,Priest,Cape,Mythic,86,0,343,Priest armor affix pool,Armor_Priest_Cape_6
ITM_0395,Mythic Priest Necklace,Priest,Necklace,Mythic,86,0,343,Priest armor affix pool,Armor_Priest_Necklace_6
ITM_0396,Mythic Priest Ring,Priest,Ring,Mythic,86,0,343,Priest armor affix pool,Armor_Priest_Ring_6
